CLIENTE;MES;NRO_VEC_COB;PDPs_ROTAS;ESTADO_PDP;NRO_CUOTAS;MES_0;MES_1;MES_2;FECHALLAMADA;HORA;DEUDA_TOTAL;ESTATUS;ACTIVACION;MORA;TIPOCONTACTO
C07001;01/03/2014;<=10;>0;0;<24, 48;1317.85;1758.96;0;3/03/2014;17;3556.54;BT;1/01/2010;0;CNE
C07003;01/03/2014;<=10;0;0;<24, 48;494.88;0;0;18/03/2014;19;9173.84;BT;1/01/2011;1;COEF
C07004;01/03/2014;<=10;0;0;>48;384.02;0;0;3/03/2014;12;5096.72;BT;1/01/2010;1;CNE
C07005;01/03/2014;<=10;0;0;>48;384.02;0;0;3/03/2014;15;5096.72;BT;1/01/2010;1;CNE
C07006;01/03/2014;>10;0;0;>48;156.47;313.66;0;21/03/2014;13;787.39;BT;1/01/2010;1;CNE
C07007;01/03/2014;<=10;0;0;>48;534.53;1071.35;0;25/03/2014;14;7285;BT;1/01/2011;1;CNE
C07008;01/03/2014;>10;0;0;<24, 48;362.34;363.43;0;18/03/2014;14;7633.76;BT;1/01/2012;1;CNE
C07009;01/03/2014;<=10;>0;0;<24, 48;871.86;0;53.03;12/03/2014;16;15235.5;BT;1/01/2012;1;CNE
C07010;01/03/2014;>10;0;0;<24, 48;606.09;1214.23;270.14;24/03/2014;7;8287.14;BT;1/01/2011;1;CNE
C07011;01/03/2014;>10;0;0;<24, 48;606.09;1214.23;270.14;26/03/2014;10;8287.14;BT;1/01/2011;1;CNE
C07012;01/03/2014;>10;>0;0;<24, 48;1208.92;1208.92;0;19/03/2014;7;3212.57;BT;1/01/2011;0;COEF
C07013;01/03/2014;>10;0;0;<24, 48;413.92;0.58;413.51;4/03/2014;13;3268.84;BT;1/01/2011;1;CNE
C07014;01/03/2014;<=10;0;0;<24, 48;1698.37;1698.37;846.05;18/03/2014;15;21930.1;BT;1/01/2013;1;CNE
C07015;01/03/2014;<=10;0;0;<24, 48;406.06;0;0;5/03/2014;16;18313.8;BT;1/01/2012;1;CNE
C07018;01/03/2014;>10;0;0;>48;411.61;228.11;0;12/03/2014;10;25413.3;BT;1/01/2012;1;CNE
C07019;01/03/2014;<=10;0;0;>48;188.96;200.4;0;12/03/2014;7;5443.95;BT;1/01/2013;1;CNE
C07020;01/03/2014;<=10;0;0;>48;188.96;200.4;0;12/03/2014;20;5443.95;BT;1/01/2013;1;CNE
C07021;01/03/2014;<=10;0;0;>48;326.78;0;0;7/03/2014;9;9552;BT;1/01/2013;1;COEF
C07022;01/03/2014;<=10;0;0;>48;195.34;192.45;0;4/03/2014;7;668.52;BT;1/01/2010;1;CNE
C07024;01/03/2014;<=10;0;0;>48;1063.71;1070.63;0;5/03/2014;12;34997.1;BT;1/01/2013;0;CNE
C07025;01/03/2014;<=10;0;0;<=24;1003.59;1455.17;0;27/03/2014;18;2197.52;BT;1/01/2013;0;COEF
C07026;01/03/2014;<=10;0;0;<24, 48;420.62;420.87;0;13/03/2014;12;7379.69;BT;1/01/2013;1;COEF
C07027;01/03/2014;<=10;0;0;<24, 48;287.39;576.18;0;6/03/2014;7;7206.27;BT;1/01/2013;1;CNE
C07028;01/03/2014;<=10;0;0;<24, 48;287.39;576.18;0;7/03/2014;9;7206.27;BT;1/01/2013;1;CNE
C07029;01/03/2014;<=10;0;0;<24, 48;287.39;576.18;0;13/03/2014;13;7206.27;BT;1/01/2013;1;CNE
C07030;01/03/2014;<=10;>0;0;<24, 48;575.55;682.79;0;14/03/2014;8;22298.7;BT;1/01/2013;1;COEF
C07031;01/03/2014;<=10;0;0;<24, 48;915.84;915.81;0;11/03/2014;10;23938.5;BT;1/01/2014;1;CNE
C07032;01/03/2014;>10;0;0;<24, 48;1335.81;1877.78;0;24/03/2014;20;10923.6;BT;1/01/2011;0;CNE
C07033;01/03/2014;<=10;0;0;<24, 48;243.75;129.97;243.12;10/03/2014;7;922.63;BT;1/01/2011;1;CNE
C07034;01/03/2014;<=10;0;0;>48;797.61;799.9;798.4;11/03/2014;16;23021.1;BT;1/01/2013;1;COEF
C07035;01/03/2014;<=10;>0;1;>48;307.95;617.88;928.66;12/03/2014;15;2731.08;BT;1/01/2011;1;COEF
C07036;01/03/2014;<=10;0;0;<=24;1763.77;2360.9;0;10/03/2014;15;8136.67;BT;1/01/2013;0;CNE
C07037;01/03/2014;<=10;0;0;>48;1763.77;2360.9;0;12/03/2014;8;8136.67;BT;1/01/2013;0;CNE
C07038;01/03/2014;<=10;>0;0;<24, 48;1561.11;1561.11;0;6/03/2014;12;13205.8;BT;1/01/2013;0;COEF
C07039;01/03/2014;<=10;>0;0;<24, 48;1561.11;1561.11;0;12/03/2014;8;13205.8;BT;1/01/2013;0;CNE
C07040;01/03/2014;<=10;>0;0;<24, 48;1872.32;3748.38;0;28/03/2014;7;48283.8;BT;1/01/2012;1;COEF
C07041;01/03/2014;>10;0;0;>48;423.6;188.6;1062.41;26/03/2014;9;43900.8;BT;1/01/2011;1;COEF
C07042;01/03/2014;<=10;0;0;>48;423.6;188.6;0;26/03/2014;17;43900.8;BT;1/01/2011;1;COEF
C07044;01/03/2014;<=10;0;0;>48;590.32;1181.72;0;14/03/2014;8;16949;BT;1/01/2013;1;CNE
C07045;01/03/2014;<=10;0;0;>48;560.02;1120.94;0;11/03/2014;13;15644.6;BT;1/01/2013;1;CNE
C07046;01/03/2014;<=10;0;0;<24, 48;529.15;529.15;0;20/03/2014;7;14244;BT;1/01/2013;1;CNE
C07047;01/03/2014;>10;0;0;<24, 48;581.83;685.96;0;7/03/2014;8;11329.6;BT;1/01/2011;1;COEF
C07048;01/03/2014;>10;0;0;<24, 48;581.83;685.96;0;4/03/2014;10;11329.6;BT;1/01/2011;1;CNE
C07049;01/03/2014;<=10;>0;0;<24, 48;1204.83;1207.64;1713.59;6/03/2014;20;22153.9;BT;1/01/2013;1;COEF
C07050;01/03/2014;<=10;0;0;<=24;358.67;0;0;17/03/2014;11;2237.18;BT;1/01/2013;0;CNE
C07051;01/03/2014;<=10;0;0;<=24;1536.95;1543.87;1536.51;14/03/2014;8;11800.1;BT;1/01/2012;1;CNE
C07053;01/03/2014;<=10;0;0;<24, 48;579.7;587.15;0;24/03/2014;11;14865.5;BT;1/01/2013;1;CNE
C07054;01/03/2014;<=10;0;0;<24, 48;645.19;655.62;0;11/03/2014;14;18358.9;BT;1/01/2013;1;COEF
C07056;01/03/2014;>10;0;0;>48;2223.16;2227.56;2220.99;6/03/2014;17;55699.9;BT;1/01/2011;1;COEF
C07057;01/03/2014;<=10;>0;0;>48;1266.37;1694.68;0;14/03/2014;10;7607.65;BT;1/01/2012;0;CNE
C07059;01/03/2014;>10;0;0;>48;589.23;229.34;438.17;6/03/2014;8;16609.3;BT;1/01/2012;1;COEF
C07060;01/03/2014;<=10;0;0;>48;1041.78;0;0;4/03/2014;8;41085.2;BT;1/01/2010;1;COEF
C07061;01/03/2014;<=10;>0;0;<24, 48;1029.96;1039.21;0;14/03/2014;9;7495.06;BT;1/01/2012;0;CNE
C07065;01/03/2014;>10;0;0;<24, 48;356.15;356.26;356.27;13/03/2014;12;5517.74;BT;1/01/2011;1;CNE
C07066;01/03/2014;>10;0;0;<24, 48;356.15;356.26;356.27;28/03/2014;8;5517.74;BT;1/01/2011;1;CNE
C07067;01/03/2014;>10;0;0;>48;112.5;94.87;404.57;13/03/2014;10;12455.9;BT;1/01/2012;1;CNE
C07068;01/03/2014;<=10;0;0;>48;127.99;0;0;4/03/2014;20;6676.13;BT;1/01/2013;1;CNE
C07070;01/03/2014;>10;0;0;<24, 48;249.8;502.18;0;27/03/2014;7;3641.25;BT;1/01/2011;1;CNE
C07071;01/03/2014;<=10;>0;1;>48;341.37;464.6;0;17/03/2014;7;17481.2;BT;1/01/2012;1;COEF
C07072;01/03/2014;>10;0;0;<24, 48;209.85;211.57;0;19/03/2014;18;2501.27;BT;1/01/2011;1;CNE
C07073;01/03/2014;>10;0;0;<24, 48;950.04;567.96;567.96;11/03/2014;18;12006.7;BT;1/01/2012;1;COEF
C07074;01/03/2014;>10;0;0;>48;950.04;567.96;567.96;25/03/2014;15;12006.7;BT;1/01/2012;0;COEF
C07075;01/03/2014;<=10;0;0;>48;138.8;253.3;0;10/03/2014;11;1445.31;BT;1/01/2010;0;CNE
C07076;01/03/2014;<=10;0;0;<24, 48;1483.25;1483.68;512.29;11/03/2014;9;41856.7;BT;1/01/2013;1;CNE
C07077;01/03/2014;<=10;0;0;>48;426.59;88.66;0;6/03/2014;13;6923.11;BT;1/01/2011;1;CNE
C07078;01/03/2014;>10;>0;0;<24, 48;525.67;792.16;1061.41;6/03/2014;14;2886.35;BT;1/01/2012;1;CNE
C07085;01/03/2014;<=10;0;0;>48;40.5;69.06;662.27;13/03/2014;20;17598.6;BT;1/01/2013;1;CNE
C07086;01/03/2014;<=10;0;0;>48;670.9;0;0;13/03/2014;7;21686.6;BT;1/01/2013;1;CNE
C07088;01/03/2014;>10;0;0;<24, 48;396.26;478;0;18/03/2014;19;9525.59;BT;1/01/2011;1;CNE
C07089;01/03/2014;<=10;0;0;>48;1041.95;2088.6;0;6/03/2014;9;33237;BT;1/01/2013;1;CNE
C07091;01/03/2014;>10;0;0;>48;1130.99;1130.99;0;12/03/2014;20;6303.65;BT;1/01/2011;0;CNE
C07092;01/03/2014;<=10;0;0;<24, 48;302.77;304.31;0;10/03/2014;7;4113.1;BT;1/01/2012;1;COEF
C07093;01/03/2014;>10;0;0;<24, 48;312.01;633.95;0;21/03/2014;8;2733.82;BT;1/01/2011;1;COEF
C07095;01/03/2014;<=10;0;0;<24, 48;674.08;1079.63;0;17/03/2014;18;19357.6;BT;1/01/2012;1;CNE
C07096;01/03/2014;<=10;0;0;>48;371.3;298.29;0;6/03/2014;18;33196.6;BT;1/01/2011;1;CNE
C07097;01/03/2014;<=10;0;0;<24, 48;69.6;98.76;124.71;5/03/2014;13;10415.1;BT;1/01/2013;1;COEF
C07099;01/03/2014;>10;0;0;<24, 48;221.54;648.21;0;6/03/2014;10;8836.98;BT;1/01/2012;1;CNE
C07101;01/03/2014;<=10;>0;0;>48;330.48;993.59;0;24/03/2014;9;20412.5;BT;1/01/2013;1;COEF
C07102;01/03/2014;<=10;0;0;<24, 48;291.93;0;292.21;6/03/2014;11;6803.63;BT;1/01/2013;1;CNE
C07104;01/03/2014;<=10;>0;0;<24, 48;824.55;1119.39;0;10/03/2014;17;5668.88;BT;1/01/2013;0;COEF
C07105;01/03/2014;<=10;0;0;>48;542.3;2647.33;0;14/03/2014;8;59015.6;BT;1/01/2012;1;COEF
C07106;01/03/2014;<=10;0;1;>48;542.3;2647.33;0;11/03/2014;14;59015.6;BT;1/01/2012;1;CNE
C07107;01/03/2014;<=10;0;0;<24, 48;633.6;658.13;0;18/03/2014;8;19483.7;BT;1/01/2013;1;CNE
C07108;01/03/2014;<=10;0;0;<24, 48;633.6;658.13;0;19/03/2014;11;19483.7;BT;1/01/2013;1;CNE
C07109;01/03/2014;<=10;0;0;<24, 48;633.6;658.13;0;24/03/2014;12;19483.7;BT;1/01/2013;1;CNE
C07110;01/03/2014;>10;0;0;>48;660.21;659.41;0;5/03/2014;17;17523.3;BT;1/01/2011;1;COEF
C07111;01/03/2014;>10;0;0;>48;660.21;659.41;0;3/03/2014;10;17523.3;BT;1/01/2011;1;CNE
C07112;01/03/2014;<=10;0;0;>48;270.84;0;0;4/03/2014;14;12686.7;BT;1/01/2014;1;COEF
C07113;01/03/2014;<=10;>0;1;<24, 48;372.82;750.86;0;27/03/2014;14;8405.75;BT;1/01/2013;1;COEF
C07114;01/03/2014;>10;0;0;>48;2644.31;2651.73;0;4/03/2014;8;66352.5;BT;1/01/2011;1;COEF
C07115;01/03/2014;<=10;>0;0;>48;2644.31;2651.73;0;12/03/2014;15;66352.5;BT;1/01/2011;1;CNE
C07116;01/03/2014;>10;>0;0;>48;2644.31;2651.73;0;13/03/2014;11;66352.5;BT;1/01/2011;1;CNE
C07117;01/03/2014;>10;>0;0;>48;2644.31;2651.73;0;14/03/2014;9;66352.5;BT;1/01/2011;1;CNE
C07118;01/03/2014;>10;>0;0;>48;2644.31;2651.73;0;17/03/2014;11;66352.5;BT;1/01/2011;1;CNE
C07119;01/03/2014;>10;>0;0;>48;2644.31;2651.73;0;25/03/2014;11;66352.5;BT;1/01/2011;1;CNE
C07120;01/03/2014;<=10;0;0;<24, 48;566.41;566.59;0;14/03/2014;9;9826.57;BT;1/01/2013;1;COEF
C07122;01/03/2014;<=10;0;0;<=24;709.8;1460.06;0;24/03/2014;7;10151.5;BT;1/01/2013;1;CNE
C07124;01/03/2014;<=10;0;0;>48;981.73;2226.81;0;6/03/2014;8;68036.6;BT;1/01/2012;1;COEF
C07125;01/03/2014;<=10;0;0;>48;981.73;2226.81;0;11/03/2014;9;68036.6;BT;1/01/2012;1;CNE
C07126;01/03/2014;>10;>0;0;>48;216.2;324.53;107.13;6/03/2014;10;2366.7;BT;1/01/2012;0;CNE
C07127;01/03/2014;<=10;0;0;>48;49.18;0;0;18/03/2014;17;63351.1;BT;1/01/2012;1;COEF
C07128;01/03/2014;>10;0;0;>48;214.46;0;212.72;5/03/2014;9;839.1;BT;1/01/2011;1;COEF
C07129;01/03/2014;<=10;0;0;>48;82.03;99.64;0;5/03/2014;9;1644.52;BT;1/01/2012;1;CNE
C07133;01/03/2014;<=10;0;0;<24, 48;243.92;489.6;736.94;6/03/2014;10;4434.14;BT;1/01/2013;1;COEF
C07135;01/03/2014;<=10;0;0;<24, 48;515.56;689.13;0;10/03/2014;13;3223.96;BT;1/01/2011;0;COEF
C07136;01/03/2014;>10;0;0;>48;795.63;797.6;798;4/03/2014;9;14398.6;BT;1/01/2011;1;CNE
C07137;01/03/2014;<=10;0;0;>48;1765.78;1481.13;0;10/03/2014;8;45382.9;BT;1/01/2012;1;COEF
C07139;01/03/2014;>10;>0;1;>48;1475.42;1480.29;2978.13;19/03/2014;16;36589.8;BT;1/01/2012;1;COEF
C07141;01/03/2014;>10;0;0;>48;1466.34;0;0;12/03/2014;8;10616;BT;1/01/2012;0;CNE
C07142;01/03/2014;<=10;0;0;<24, 48;922.01;922.01;1222.81;27/03/2014;8;35709.2;BT;1/01/2013;1;COEF
C07143;01/03/2014;<=10;0;0;<24, 48;264.4;265.13;264.63;3/03/2014;20;5750.38;BT;1/01/2013;1;CNE
C07144;01/03/2014;<=10;>0;0;<24, 48;703.41;1057.24;0;26/03/2014;15;4604.89;BT;1/01/2012;0;CNE
C07145;01/03/2014;>10;0;0;<24, 48;67.92;26.22;0;7/03/2014;11;14995.7;BT;1/01/2012;1;COEF
C07146;01/03/2014;<=10;>0;0;<24, 48;546.56;429.88;174.46;7/03/2014;7;3895.97;BT;1/01/2013;0;CNE
C07147;01/03/2014;<=10;>0;0;<24, 48;912.24;914.23;914.18;26/03/2014;9;25095;BT;1/01/2013;1;COEF
C07148;01/03/2014;<=10;>0;0;<24, 48;912.24;914.23;914.18;27/03/2014;7;25095;BT;1/01/2013;1;CNE
C07150;01/03/2014;<=10;0;0;<24, 48;830.22;0;0;18/03/2014;8;32510.5;BT;1/01/2013;1;CNE
C07151;01/03/2014;<=10;0;0;<24, 48;1361.46;1822.27;0;7/03/2014;13;12538.2;BT;1/01/2012;0;CNE
C07152;01/03/2014;<=10;0;0;<24, 48;1361.46;1822.27;0;25/03/2014;11;12538.2;BT;1/01/2012;0;CNE
C07153;01/03/2014;<=10;0;0;<24, 48;533.32;531.02;802.17;12/03/2014;19;5608;BT;1/01/2013;0;COEF
C07154;01/03/2014;<=10;0;0;<24, 48;533.32;531.02;0;10/03/2014;12;5608;BT;1/01/2013;0;CNE
C07155;01/03/2014;<=10;0;0;>48;753.37;1656.14;0;7/03/2014;7;22610.2;BT;1/01/2012;1;COEF
C07156;01/03/2014;<=10;0;0;>48;753.37;1656.14;0;5/03/2014;16;22610.2;BT;1/01/2012;1;CNE
C07157;01/03/2014;<=10;0;0;>48;753.37;1656.14;0;6/03/2014;8;22610.2;BT;1/01/2012;1;CNE
C07159;01/03/2014;<=10;0;0;<24, 48;243.59;242.92;0;5/03/2014;7;3361.18;BT;1/01/2011;1;CNE
C07161;01/03/2014;>10;0;0;<24, 48;449.72;450.17;0;7/03/2014;9;3058.17;BT;1/01/2011;1;CNE
C07162;01/03/2014;<=10;0;0;<24, 48;1414.26;2131.06;0;4/03/2014;7;18011.1;BT;1/01/2012;0;CNE
C07163;01/03/2014;<=10;0;0;<24, 48;256.92;248.27;241.69;26/03/2014;8;5682.09;BT;1/01/2014;1;CNE
C07164;01/03/2014;>10;0;0;<24, 48;341.63;341.76;246.07;5/03/2014;8;8048.75;BT;1/01/2012;1;COEF
C07165;01/03/2014;<=10;0;0;<=24;1931.9;975.43;929.09;11/03/2014;7;9095.37;BT;1/01/2013;1;COEF
C07166;01/03/2014;<=10;0;0;<=24;1931.9;975.43;929.09;21/03/2014;10;9095.37;BT;1/01/2013;1;COEF
C07167;01/03/2014;<=10;0;0;>48;420.89;842.13;0;20/03/2014;13;9207.91;BT;1/01/2012;1;CNE
C07168;01/03/2014;<=10;>0;0;>48;940.92;1494.44;0;3/03/2014;12;1475.39;BT;1/01/2010;0;CNE
C07170;01/03/2014;<=10;0;0;<24, 48;1071.32;2602.14;0;26/03/2014;8;37482.6;BT;1/01/2013;1;CNE
C07171;01/03/2014;<=10;0;0;<24, 48;987.44;993.06;0;17/03/2014;8;14361.5;BT;1/01/2012;1;COEF
C07172;01/03/2014;>10;0;0;<24, 48;411.41;825.26;0;12/03/2014;10;5609.85;BT;1/01/2012;1;CNE
C07173;01/03/2014;>10;0;0;>48;632.15;0;0;6/03/2014;13;8092.27;BT;1/01/2011;1;CNE
C07174;01/03/2014;<=10;0;0;>48;632.15;0;0;11/03/2014;13;8092.27;BT;1/01/2011;1;CNE
C07175;01/03/2014;<=10;0;0;>48;632.15;0;0;20/03/2014;9;8092.27;BT;1/01/2011;1;CNE
C07176;01/03/2014;>10;0;0;>48;506.1;507.91;0;4/03/2014;20;8310.72;BT;1/01/2011;1;CNE
C07177;01/03/2014;<=10;0;0;<24, 48;125.07;128.85;119.76;26/03/2014;8;2714.85;BT;1/01/2012;1;CNE
C07180;01/03/2014;<=10;>0;0;<=24;817.62;618.85;0;19/03/2014;13;3453.07;BT;1/01/2013;0;CNE
C07181;01/03/2014;>10;0;0;<24, 48;305.09;610.41;918.44;5/03/2014;9;4347.58;BT;1/01/2012;1;CNE
C07182;01/03/2014;>10;0;0;<24, 48;305.09;610.41;918.44;26/03/2014;16;4347.58;BT;1/01/2012;1;CNE
C07183;01/03/2014;<=10;0;0;<24, 48;233.51;468.86;216.28;11/03/2014;12;4117.65;BT;1/01/2013;1;CNE
C07185;01/03/2014;>10;0;0;>48;1062.34;1064.17;2130.03;13/03/2014;7;5212.22;BT;1/01/2010;1;CNE
C07186;01/03/2014;>10;0;0;<24, 48;176.25;183.26;0;4/03/2014;8;2369.6;BT;1/01/2012;1;CNE
C07187;01/03/2014;>10;0;0;<24, 48;488.84;489.73;0;11/03/2014;13;10010.8;BT;1/01/2012;1;CNE
C07189;01/03/2014;>10;0;0;<24, 48;193.03;386.4;0;5/03/2014;10;579.09;BT;1/01/2010;1;CNE
C07190;01/03/2014;<=10;0;0;>48;174.37;174.37;1152.81;26/03/2014;13;4090.58;BT;1/01/2013;1;CNE
C07191;01/03/2014;<=10;0;0;<24, 48;88.76;516.11;0;25/03/2014;8;12056;BT;1/01/2013;1;CNE
C07192;01/03/2014;<=10;>0;1;<24, 48;343.7;352.47;0;12/03/2014;17;6771.84;BT;1/01/2012;1;CNE
C07194;01/03/2014;>10;>0;0;>48;684.76;1371.88;0;21/03/2014;9;11899.1;BT;1/01/2011;1;COEF
C07195;01/03/2014;<=10;>0;0;>48;310.41;428.59;0;3/03/2014;10;3829.85;BT;1/01/2013;0;COEF
C07196;01/03/2014;<=10;0;0;<=24;492.51;989.51;0;14/03/2014;13;4871.17;BT;1/01/2013;1;CNE
C07198;01/03/2014;<=10;0;0;>48;328.96;624.7;765.48;10/03/2014;12;23182.7;BT;1/01/2012;1;CNE
C07199;01/03/2014;<=10;0;0;>48;328.96;624.7;765.48;19/03/2014;13;23182.7;BT;1/01/2012;1;CNE
C07200;01/03/2014;<=10;>0;0;<24, 48;443.01;907.89;0;21/03/2014;16;5454.01;BT;1/01/2012;1;CNE
C07201;01/03/2014;>10;0;0;<24, 48;127.07;0;0;6/03/2014;7;12927.4;BT;1/01/2012;1;CNE
C07202;01/03/2014;>10;0;0;<24, 48;127.07;0;0;10/03/2014;20;12927.4;BT;1/01/2012;1;CNE
C07203;01/03/2014;<=10;0;0;<=24;369.06;373.31;0;11/03/2014;17;5080.56;BT;1/01/2013;1;CNE
C07204;01/03/2014;<=10;0;0;<24, 48;1426.86;1350.35;0;5/03/2014;16;43831.6;BT;1/01/2013;1;CNE
C07205;01/03/2014;<=10;0;0;<24, 48;1426.86;1350.35;0;6/03/2014;8;43831.6;BT;1/01/2013;1;CNE
C07206;01/03/2014;<=10;0;0;<24, 48;1426.86;1350.35;0;13/03/2014;7;43831.6;BT;1/01/2013;1;CNE
C07207;01/03/2014;<=10;0;0;<24, 48;1426.86;1350.35;0;26/03/2014;14;43831.6;BT;1/01/2013;1;CNE
C07208;01/03/2014;<=10;0;0;>48;457.32;0;0;4/03/2014;17;7470.04;BT;1/01/2011;1;CNE
C07209;01/03/2014;<=10;0;0;>48;1987.07;0;0;13/03/2014;16;19177;BT;1/01/2013;0;CNE
C07211;01/03/2014;<=10;>0;0;<24, 48;1329.61;0;0;3/03/2014;11;18245.4;BT;1/01/2013;1;CNE
C07212;01/03/2014;<=10;0;0;>48;901.1;0;0;7/03/2014;8;36270;BT;1/01/2013;1;COEF
C07213;01/03/2014;>10;0;0;<24, 48;812.41;1622.28;801.54;6/03/2014;9;17671.8;BT;1/01/2012;1;COEF
C07214;01/03/2014;<=10;0;0;<24, 48;212.31;211.13;0;26/03/2014;13;4166.22;BT;1/01/2013;1;COEF
C07215;01/03/2014;>10;0;0;>48;355.96;712.4;356.05;5/03/2014;7;2196.89;BT;1/01/2011;1;COEF
C07216;01/03/2014;<=10;0;0;>48;1073.53;0;0;10/03/2014;12;4863.33;BT;1/01/2010;0;CNE
C07217;01/03/2014;<=10;0;0;<24, 48;300.3;602.59;907.23;7/03/2014;12;4954.75;BT;1/01/2013;1;CNE
C07219;01/03/2014;<=10;0;0;>48;423.49;848.56;0;4/03/2014;14;7201.97;BT;1/01/2011;1;CNE
C07220;01/03/2014;<=10;>0;0;>48;1088.24;2238.66;0;3/03/2014;9;35474.1;BT;1/01/2012;0;COEF
C07221;01/03/2014;<=10;>0;0;<24, 48;199.99;199.99;0;21/03/2014;7;8648.35;BT;1/01/2013;1;COEF
C07223;01/03/2014;<=10;>0;0;<=24;385.83;385.83;0;27/03/2014;10;1824.52;BT;1/01/2012;1;CNE
C07224;01/03/2014;<=10;0;0;<=24;1804.79;0;0;19/03/2014;10;5399.39;BT;1/01/2013;1;COEF
C07225;01/03/2014;<=10;0;0;<24, 48;693.57;694.64;0;6/03/2014;11;10988.2;BT;1/01/2012;1;CNE
C07226;01/03/2014;>10;0;0;<24, 48;199.4;199.4;0;19/03/2014;7;4288.6;BT;1/01/2011;1;COEF
C07227;01/03/2014;<=10;>0;0;<24, 48;467.25;1192.25;0;26/03/2014;7;12286.4;BT;1/01/2011;1;CNE
C07228;01/03/2014;>10;0;0;<24, 48;1263.14;264;1279.18;10/03/2014;18;35000.8;BT;1/01/2012;1;COEF
C07229;01/03/2014;<=10;0;0;<24, 48;918.1;923.91;0;14/03/2014;8;21469.5;BT;1/01/2013;1;CNE
C07232;01/03/2014;<=10;0;0;<24, 48;209.25;63.77;0;14/03/2014;16;3287.5;BT;1/01/2012;1;CNE
C07233;01/03/2014;<=10;0;0;<24, 48;262.15;262.15;0;20/03/2014;19;5052.43;BT;1/01/2013;1;COEF
C07235;01/03/2014;<=10;0;0;<24, 48;614.4;1230.7;0;5/03/2014;10;15602;BT;1/01/2013;1;COEF
C07236;01/03/2014;<=10;>0;0;<24, 48;614.4;1230.7;0;18/03/2014;12;15602;BT;1/01/2013;1;COEF
C07239;01/03/2014;<=10;0;0;>48;1065.32;1605.76;0;11/03/2014;16;19218.9;BT;1/01/2013;1;CNE
C07240;01/03/2014;<=10;0;0;<24, 48;94.56;305.31;0;10/03/2014;9;5935.55;BT;1/01/2013;1;COEF
C07241;01/03/2014;<=10;0;0;>48;482.5;984.43;0;6/03/2014;7;12648.6;BT;1/01/2014;1;COEF
C07242;01/03/2014;<=10;0;0;>48;90.39;181.47;0;4/03/2014;15;2428.22;BT;1/01/2013;1;CNE
C07243;01/03/2014;<=10;0;0;>48;90.39;181.47;0;6/03/2014;9;2428.22;BT;1/01/2013;1;CNE
C07244;01/03/2014;>10;0;0;<24, 48;1615.7;0;0;26/03/2014;16;11683.9;BT;1/01/2012;0;COEF
C07246;01/03/2014;>10;0;0;>48;438.8;444.57;449.4;13/03/2014;10;6017.2;BT;1/01/2011;1;CNE
C07247;01/03/2014;<=10;0;0;>48;438.8;444.57;449.4;19/03/2014;18;6017.2;BT;1/01/2011;1;CNE
C07248;01/03/2014;>10;0;0;>48;438.8;444.57;449.4;20/03/2014;19;6017.2;BT;1/01/2011;1;CNE
C07253;01/03/2014;<=10;>0;0;>48;386.61;390.58;0;18/03/2014;13;8207.9;BT;1/01/2012;1;CNE
C07254;01/03/2014;>10;>0;0;<24, 48;645.28;0.19;0;24/03/2014;11;14193.8;BT;1/01/2012;1;COEF
C07255;01/03/2014;<=10;>0;0;<24, 48;645.28;0.19;645.48;27/03/2014;7;14193.8;BT;1/01/2012;1;CNE
C07256;01/03/2014;<=10;0;0;<24, 48;469.24;469.24;0;17/03/2014;20;9574.17;BT;1/01/2012;1;CNE
C07257;01/03/2014;<=10;0;0;<24, 48;238.83;218.22;0;17/03/2014;19;13211.1;BT;1/01/2013;1;CNE
C07258;01/03/2014;<=10;>0;1;<24, 48;1383.01;2080.89;0;27/03/2014;8;20246;BT;1/01/2013;0;COEF
C07259;01/03/2014;<=10;0;0;<24, 48;143.77;286.53;47.01;10/03/2014;7;6616.24;BT;1/01/2013;1;CNE
C07260;01/03/2014;<=10;>0;0;>48;1478.89;1481.06;1184.87;19/03/2014;10;43789;BT;1/01/2013;1;COEF
C07261;01/03/2014;<=10;>0;1;>48;1478.89;1481.06;1184.87;25/03/2014;8;43789;BT;1/01/2013;1;COEF
C07262;01/03/2014;>10;0;0;<24, 48;1105.06;1606.13;0;3/03/2014;10;1586.08;BT;1/01/2011;0;CNE
C07263;01/03/2014;>10;0;0;<24, 48;793.63;1061.81;0;6/03/2014;11;2683.5;BT;1/01/2011;0;CNE
C07264;01/03/2014;<=10;>0;0;<24, 48;369.74;1144.05;0;26/03/2014;18;21980.8;BT;1/01/2013;1;COEF
C07266;01/03/2014;<=10;0;0;<24, 48;288.93;810.38;0;4/03/2014;12;20461.4;BT;1/01/2013;1;COEF
C07268;01/03/2014;<=10;0;0;<24, 48;1564.86;783.43;784.18;12/03/2014;9;15043;BT;1/01/2013;1;CNE
C07269;01/03/2014;>10;0;0;<24, 48;568.76;569.89;568.71;20/03/2014;10;10884.2;BT;1/01/2013;1;CNE
C07270;01/03/2014;<=10;0;0;<24, 48;1712.08;0;0;3/03/2014;15;11954.8;BT;1/01/2013;0;CNE
C07272;01/03/2014;<=10;>0;0;<24, 48;644.76;666.46;0;13/03/2014;8;19695.8;BT;1/01/2012;1;CNE
C07273;01/03/2014;<=10;0;0;<24, 48;677.51;663.14;280.94;19/03/2014;10;14503.8;BT;1/01/2013;1;CNE
