CLIENTE;MES;NRO_VEC_COB;PDPs_ROTAS;ESTADO_PDP;NRO_CUOTAS;MES_0;MES_1;MES_2;FECHALLAMADA;HORA;DEUDA_TOTAL;ESTATUS;ACTIVACION;MORA;TIPOCONTACTO
C02282;01/02/2014;<=10;0;0;<24, 48;90.16;0;395.04;6/02/2014;15;10288.4;BT;1/01/2013;1;CNE
C02283;01/02/2014;>10;0;0;<=24;134.48;0;0;25/02/2014;9;883.54;BT;1/01/2012;1;COEF
C02285;01/02/2014;>10;0;0;<24, 48;252.3;499.77;353;7/02/2014;11;7909.25;BT;1/01/2011;1;COEF
C02286;01/02/2014;<=10;0;0;<24, 48;561.62;0;208.97;19/02/2014;12;13814.1;BT;1/01/2013;1;CNE
C02287;01/02/2014;<=10;>0;0;>48;207.26;0;0;11/02/2014;10;2299.7;BT;1/01/2013;1;CNE
C02288;01/02/2014;<=10;0;0;>48;776.33;1585.57;1585.57;10/02/2014;14;24919.2;BT;1/01/2013;1;CNE
C02289;01/02/2014;>10;>0;0;<24, 48;769.81;0;0;20/02/2014;15;5672.11;BT;1/01/2012;0;COEF
C02293;01/02/2014;>10;0;0;>48;346.32;0;346.28;4/02/2014;7;5931.44;BT;1/01/2011;1;CNE
C02294;01/02/2014;<=10;0;0;<=24;408.06;0;0;7/02/2014;10;2172.12;BT;1/01/2012;1;COEF
C02295;01/02/2014;<=10;0;0;<24, 48;206.7;206.71;0;10/02/2014;18;4139.06;BT;1/01/2013;1;COEF
C02297;01/02/2014;<=10;0;0;<24, 48;1276.35;0;0;21/02/2014;17;13524.4;BT;1/01/2012;0;CNE
C02298;01/02/2014;<=10;0;0;<24, 48;980.98;203.28;0;5/02/2014;13;24859.3;BT;1/01/2013;1;COEF
C02299;01/02/2014;<=10;>0;1;<24, 48;1162.99;0;0;6/02/2014;15;7884.72;BT;1/01/2013;0;COEF
C02300;01/02/2014;<=10;0;0;<24, 48;83.6;0;0;3/02/2014;19;4512.84;BT;1/01/2013;1;CNE
C02301;01/02/2014;>10;0;0;<=24;706.05;707.05;0;3/02/2014;9;3402.82;BT;1/01/2012;1;COEF
C02302;01/02/2014;<=10;0;0;>48;233.31;0;0;10/02/2014;7;661.4;BT;1/01/2013;1;CNE
C02304;01/02/2014;<=10;0;0;<24, 48;121.63;0;0;12/02/2014;9;1511.18;BT;1/01/2012;1;CNE
C02305;01/02/2014;>10;0;0;<24, 48;294.64;296.22;0;25/02/2014;10;2533.5;BT;1/01/2011;1;COEF
C02306;01/02/2014;<=10;0;0;<24, 48;140.94;0;143.21;6/02/2014;7;3565.15;BT;1/01/2013;1;CNE
C02307;01/02/2014;<=10;0;0;<24, 48;498.8;512.57;462.82;7/02/2014;15;14162.7;BT;1/01/2012;1;CNE
C02308;01/02/2014;>10;0;0;<24, 48;41.94;175.21;351.24;3/02/2014;10;2780.49;BT;1/01/2012;1;COEF
C02310;01/02/2014;<=10;0;0;<24, 48;236.81;482.84;731.49;6/02/2014;7;4005.4;BT;1/01/2012;1;CNE
C02311;01/02/2014;<=10;0;0;<24, 48;52.16;81.89;0;10/02/2014;9;3951.33;BT;1/01/2012;0;CNE
C02312;01/02/2014;<=10;0;0;<=24;570.58;0;0;3/02/2014;10;8181.44;BT;1/01/2013;1;CNE
C02313;01/02/2014;<=10;0;0;<24, 48;48.4;67.54;0;3/02/2014;15;18612.8;BT;1/01/2013;1;COEF
C02315;01/02/2014;<=10;>0;0;<24, 48;1253.27;0;0;26/02/2014;15;15353;BT;1/01/2013;0;COEF
C02318;01/02/2014;<=10;0;0;<=24;247.49;372.68;499.68;18/02/2014;12;1980.91;BT;1/01/2013;0;CNE
C02319;01/02/2014;<=10;>0;0;<24, 48;556.46;556.73;558.08;28/02/2014;9;12694.9;BT;1/01/2013;1;COEF
C02320;01/02/2014;<=10;0;0;<24, 48;529.16;936.71;936.71;11/02/2014;10;4486.3;BT;1/01/2012;1;CNE
C02322;01/02/2014;<=10;0;0;<24, 48;277.08;0;0;5/02/2014;9;6156.21;BT;1/01/2013;1;CNE
C02323;01/02/2014;<=10;0;0;<24, 48;283;0.1;283.09;6/02/2014;15;5294.54;BT;1/01/2013;1;CNE
C02324;01/02/2014;<=10;0;0;>48;506.84;0;0;4/02/2014;12;15236.4;BT;1/01/2013;1;CNE
C02325;01/02/2014;<=10;>0;0;>48;919.26;0;0;11/02/2014;16;9606.32;BT;1/01/2012;0;CNE
C02326;01/02/2014;<=10;>0;0;<24, 48;3262.77;0;0;3/02/2014;18;31197.1;BT;1/01/2013;0;CNE
C02327;01/02/2014;<=10;0;0;>48;368.3;0;1127.48;11/02/2014;11;3955.51;BT;1/01/2013;1;CNE
C02328;01/02/2014;<=10;0;0;<24, 48;214.97;217.22;217.35;5/02/2014;7;4194.62;BT;1/01/2013;1;CNE
C02329;01/02/2014;<=10;0;0;>48;2274.26;0;0;13/02/2014;7;20301.3;BT;1/01/2013;0;CNE
C02330;01/02/2014;<=10;0;0;<=24;182.1;0;184.16;14/02/2014;10;2561.51;BT;1/01/2013;1;CNE
C02331;01/02/2014;<=10;0;0;<24, 48;27.75;0;547.88;26/02/2014;10;7346.97;BT;1/01/2012;1;CNE
C02332;01/02/2014;<=10;0;0;>48;626.41;0;0;6/02/2014;18;4618.22;BT;1/01/2013;0;CNE
C02334;01/02/2014;<=10;0;0;<24, 48;216.31;434.47;0;27/02/2014;15;4780.32;BT;1/01/2013;1;CNE
C02335;01/02/2014;<=10;0;0;<=24;180.58;180.43;0;7/02/2014;15;1105.83;BT;1/01/2013;1;CNE
C02336;01/02/2014;<=10;>0;1;>48;1254.04;1709.8;0;10/02/2014;19;12065.9;BT;1/01/2013;0;CNE
C02337;01/02/2014;>10;0;0;>48;472.18;466.65;470.07;10/02/2014;9;11134.4;BT;1/01/2012;1;CNE
C02338;01/02/2014;>10;0;0;<24, 48;178.73;11.91;356.21;10/02/2014;10;7203.89;BT;1/01/2012;1;CNE
C02339;01/02/2014;<=10;0;0;<24, 48;719.23;0;0;28/02/2014;12;4299.86;BT;1/01/2012;0;CNE
C02343;01/02/2014;<=10;0;0;<24, 48;264.12;0.87;262.25;5/02/2014;16;4897.11;BT;1/01/2012;1;CNE
C02345;01/02/2014;>10;0;0;<24, 48;132.57;300.7;282.23;13/02/2014;12;764.06;BT;1/01/2011;1;CNE
C02346;01/02/2014;<=10;0;0;>48;95.85;0;154.91;3/02/2014;15;6187.65;BT;1/01/2011;1;CNE
C02349;01/02/2014;<=10;0;0;>48;462.87;936.14;1412.38;27/02/2014;12;11204.3;BT;1/01/2013;1;CNE
C02351;01/02/2014;<=10;0;0;>48;566.81;1146.83;0;13/02/2014;11;18131.2;BT;1/01/2013;1;CNE
C02352;01/02/2014;<=10;0;0;<24, 48;24.89;0;0;11/02/2014;10;6525.09;BT;1/01/2013;1;CNE
C02353;01/02/2014;<=10;0;0;<=24;1943.65;0;0;19/02/2014;19;6701.29;BT;1/01/2013;0;CNE
C02355;01/02/2014;>10;0;0;<24, 48;170.28;0;170.15;21/02/2014;10;1893.98;BT;1/01/2012;1;CNE
C02359;01/02/2014;<=10;0;0;>48;246.92;245.77;245.48;7/02/2014;10;5019.1;BT;1/01/2013;1;CNE
C02360;01/02/2014;<=10;>0;0;<=24;585.12;0;0;19/02/2014;16;3089.76;BT;1/01/2013;0;CNE
C02362;01/02/2014;<=10;0;0;<24, 48;365.68;0;0;6/02/2014;19;9051.27;BT;1/01/2012;1;CNE
C02363;01/02/2014;<=10;0;0;<24, 48;253.31;253.12;0;4/02/2014;19;2376.08;BT;1/01/2011;1;CNE
C02364;01/02/2014;<=10;0;0;<=24;66.63;0;0;6/02/2014;12;4676.02;BT;1/01/2013;1;CNE
C02366;01/02/2014;<=10;0;0;<=24;321.7;321.7;321.96;3/02/2014;19;5350.06;BT;1/01/2013;1;CNE
C02367;01/02/2014;<=10;0;0;<24, 48;141.64;295.27;0;6/02/2014;12;1845.32;BT;1/01/2013;1;CNE
C02368;01/02/2014;<=10;0;0;>48;536.33;500.51;870.84;4/02/2014;13;15670.6;BT;1/01/2013;1;CNE
C02370;01/02/2014;<=10;>0;0;<24, 48;384.26;0;0;27/02/2014;12;2725.16;BT;1/01/2013;0;CNE
C02371;01/02/2014;<=10;>0;0;>48;227.67;458.87;692.94;21/02/2014;12;2873.58;BT;1/01/2012;1;CNE
C02372;01/02/2014;<=10;0;0;<24, 48;88.78;26.63;0;4/02/2014;8;1827.33;BT;1/01/2011;1;CNE
C02373;01/02/2014;<=10;0;0;<24, 48;522.17;1061.84;541.79;17/02/2014;14;14472.7;BT;1/01/2013;1;CNE
C02375;01/02/2014;<=10;0;0;<=24;132.97;268.85;405.99;14/02/2014;8;1940.11;BT;1/01/2013;1;CNE
C02376;01/02/2014;<=10;0;0;>48;237.33;0;587.19;28/02/2014;16;5329.83;BT;1/01/2012;1;CNE
C02377;01/02/2014;<=10;0;0;<24, 48;340.73;363.45;364.23;3/02/2014;14;4578.39;BT;1/01/2012;1;COEF
C02378;01/02/2014;<=10;0;0;<24, 48;461.98;932.41;1407.42;7/02/2014;9;10708.6;BT;1/01/2012;1;CNE
C02379;01/02/2014;<=10;0;0;<24, 48;265.32;530.45;797.93;28/02/2014;7;5851.34;BT;1/01/2013;1;CNE
C02380;01/02/2014;<=10;0;0;>48;210.67;0;0;12/02/2014;7;14726.6;BT;1/01/2013;1;CNE
C02382;01/02/2014;<=10;0;0;<24, 48;350.19;409.8;1185.3;19/02/2014;11;21552.5;BT;1/01/2013;1;COEF
C02383;01/02/2014;<=10;0;0;<24, 48;49.32;0;114.82;11/02/2014;8;5897.12;BT;1/01/2013;1;CNE
C02385;01/02/2014;<=10;0;0;<=24;190.86;388.5;587.72;20/02/2014;12;3093.5;BT;1/01/2013;1;CNE
C02386;01/02/2014;<=10;0;0;<24, 48;457.63;64.52;76.12;28/02/2014;17;9291.14;BT;1/01/2012;1;CNE
C02387;01/02/2014;<=10;0;0;<=24;691.96;0;0;10/02/2014;7;1429.19;BT;1/01/2013;1;CNE
C02388;01/02/2014;<=10;>0;0;<24, 48;169.05;0;0;20/02/2014;9;4743.23;BT;1/01/2013;1;COEF
C02389;01/02/2014;<=10;0;0;>48;159.59;0;0;6/02/2014;9;6355.72;BT;1/01/2012;1;COEF
C02392;01/02/2014;<=10;>0;0;<=24;470.74;478.44;484.68;5/02/2014;11;944.26;BT;1/01/2012;0;COEF
C02394;01/02/2014;<=10;0;0;>48;148;0;0;3/02/2014;15;8040.9;BT;1/01/2012;1;COEF
C02395;01/02/2014;>10;>0;1;>48;418.4;0.74;416.88;18/02/2014;12;5333.37;BT;1/01/2011;1;CNE
C02396;01/02/2014;<=10;>0;0;>48;616.15;1233.7;0;27/02/2014;16;19209.6;BT;1/01/2013;1;CNE
C02398;01/02/2014;<=10;>0;1;>48;520.49;520.72;0;12/02/2014;14;13040.1;BT;1/01/2013;1;CNE
C02399;01/02/2014;<=10;0;0;<24, 48;112.43;104.94;0;10/02/2014;11;5054.72;BT;1/01/2013;1;COEF
C02400;01/02/2014;>10;0;0;>48;347.35;0;342.66;3/02/2014;10;5994.78;BT;1/01/2011;1;COEF
C02401;01/02/2014;<=10;0;0;<24, 48;510.19;510.18;510.32;3/02/2014;8;10182.9;BT;1/01/2012;1;COEF
C02402;01/02/2014;<=10;0;0;<24, 48;159.55;0;0;11/02/2014;13;6948.07;BT;1/01/2013;1;CNE
C02404;01/02/2014;<=10;0;0;>48;438.83;436.71;437.37;11/02/2014;10;10390;BT;1/01/2012;1;CNE
C02405;01/02/2014;<=10;>0;0;<24, 48;99.41;269.71;67.06;17/02/2014;9;5380.8;BT;1/01/2013;1;COEF
C02407;01/02/2014;<=10;>0;0;<=24;847.7;0;0;7/02/2014;16;848.6;BT;1/01/2013;0;CNE
C02408;01/02/2014;>10;>0;0;>48;1339.05;0;0;12/02/2014;14;7268.04;BT;1/01/2012;0;CNE
C02409;01/02/2014;<=10;>0;0;>48;1793.81;0;0;4/02/2014;17;11707.5;BT;1/01/2011;0;CNE
C02411;01/02/2014;>10;0;0;<24, 48;341.86;0;474.05;4/02/2014;15;5550.66;BT;1/01/2012;1;CNE
C02413;01/02/2014;<=10;0;0;<=24;617.97;622.67;0;14/02/2014;7;617.3;BT;1/01/2013;1;CNE
C02415;01/02/2014;<=10;0;0;>48;162.81;0;0;13/02/2014;14;11550.3;BT;1/01/2013;1;CNE
C02417;01/02/2014;>10;0;0;>48;383.62;0;383.57;4/02/2014;9;5394.91;BT;1/01/2011;1;CNE
C02420;01/02/2014;<=10;0;0;<24, 48;1186.56;0;0;17/02/2014;14;12660.4;BT;1/01/2013;0;CNE
C02421;01/02/2014;<=10;>0;0;<24, 48;2161.69;0;0;19/02/2014;8;13508.1;BT;1/01/2012;0;CNE
C02422;01/02/2014;<=10;0;0;<24, 48;268.65;0;0;6/02/2014;15;3890.04;BT;1/01/2012;1;COEF
C02423;01/02/2014;<=10;>0;0;<24, 48;301.23;203.24;299.11;28/02/2014;9;8636.16;BT;1/01/2013;1;COEF
C02424;01/02/2014;<=10;>0;0;>48;1489.58;0;0;21/02/2014;10;12431.1;BT;1/01/2013;0;CNE
C02425;01/02/2014;<=10;0;0;<=24;455.65;454.93;453.54;11/02/2014;7;2199.64;BT;1/01/2013;1;CNE
C02426;01/02/2014;<=10;>0;0;>48;1562.9;0;0;19/02/2014;17;15579.4;BT;1/01/2013;0;CNE
C02428;01/02/2014;<=10;>0;0;<24, 48;632.37;0;0;6/02/2014;13;4920.82;BT;1/01/2013;0;CNE
C02429;01/02/2014;<=10;0;0;<24, 48;115.46;0;0;4/02/2014;13;5902.43;BT;1/01/2011;1;CNE
C02430;01/02/2014;<=10;0;0;>48;362.18;0;0;5/02/2014;7;8639.27;BT;1/01/2013;1;COEF
C02431;01/02/2014;<=10;>0;1;<24, 48;728.34;933.01;0;20/02/2014;12;5615.33;BT;1/01/2012;0;COEF
C02432;01/02/2014;<=10;0;0;<24, 48;560.65;560.75;822.68;7/02/2014;11;16809.7;BT;1/01/2013;1;COEF
C02433;01/02/2014;<=10;0;0;<24, 48;998.39;998.39;0;26/02/2014;11;6600.45;BT;1/01/2013;0;CNE
C02439;01/02/2014;<=10;0;0;>48;560.17;448.92;555.23;4/02/2014;11;22244.6;BT;1/01/2013;1;CNE
C02440;01/02/2014;<=10;0;0;<24, 48;189.01;0;0;10/02/2014;14;6913.45;BT;1/01/2013;1;CNE
C02441;01/02/2014;>10;0;0;<24, 48;213.7;0;645.43;13/02/2014;13;2081.69;BT;1/01/2011;1;CNE
C02443;01/02/2014;<=10;>0;0;<24, 48;368.79;208.83;118.99;26/02/2014;9;4181.68;BT;1/01/2012;0;COEF
C02444;01/02/2014;<=10;0;0;<24, 48;230;0.29;229.87;3/02/2014;15;3418.11;BT;1/01/2012;1;CNE
C02446;01/02/2014;<=10;0;0;<=24;360.16;312.18;361.39;7/02/2014;11;2116.15;BT;1/01/2013;1;COEF
C02447;01/02/2014;<=10;>0;0;<=24;1193.07;1574.34;1574.34;7/02/2014;7;5536.67;BT;1/01/2013;0;CNE
C02452;01/02/2014;<=10;>0;1;>48;708.62;0;0;11/02/2014;19;17059.2;BT;1/01/2013;1;CNE
C02453;01/02/2014;>10;0;0;<=24;22.22;9.99;245.14;7/02/2014;7;3251.98;BT;1/01/2013;1;CNE
C02455;01/02/2014;>10;0;0;<24, 48;256.08;0;120.08;10/02/2014;9;2937.24;BT;1/01/2012;1;CNE
C02456;01/02/2014;<=10;0;0;<=24;268.91;473.58;474.36;13/02/2014;8;7689.07;BT;1/01/2013;1;COEF
C02457;01/02/2014;<=10;0;0;>48;40.11;51.59;42.25;5/02/2014;8;10269.7;BT;1/01/2012;1;CNE
C02458;01/02/2014;<=10;0;0;<=24;68.24;0;0;3/02/2014;11;1212.35;BT;1/01/2012;1;COEF
C02459;01/02/2014;<=10;0;0;<24, 48;121.76;128.86;0;19/02/2014;8;1557.7;BT;1/01/2012;1;CNE
C02461;01/02/2014;<=10;0;0;<24, 48;376.48;0;130.49;6/02/2014;13;2340.19;BT;1/01/2011;0;CNE
C02462;01/02/2014;<=10;0;0;>48;154.43;0;0;12/02/2014;8;9348.62;BT;1/01/2013;1;COEF
C02463;01/02/2014;<=10;0;0;<24, 48;619.52;621.99;618.03;21/02/2014;7;19820.6;BT;1/01/2013;1;CNE
C02464;01/02/2014;<=10;0;0;<24, 48;239.38;246.65;0;13/02/2014;9;1343.76;BT;1/01/2011;1;CNE
C02465;01/02/2014;<=10;0;0;<=24;249.09;0;0;7/02/2014;7;1636.79;BT;1/01/2013;1;CNE
C02466;01/02/2014;<=10;0;0;<24, 48;614.68;615.15;0;3/02/2014;8;15581;BT;1/01/2012;1;COEF
C02467;01/02/2014;<=10;0;0;<24, 48;44.58;0;0;7/02/2014;14;5239.3;BT;1/01/2013;1;CNE
C02469;01/02/2014;<=10;>0;0;<24, 48;684.92;0;0;12/02/2014;12;3882.58;BT;1/01/2013;0;CNE
C02470;01/02/2014;<=10;0;0;<24, 48;38.49;320.34;0;10/02/2014;11;9323.55;BT;1/01/2013;1;CNE
C02471;01/02/2014;<=10;0;0;<24, 48;294.86;0;0;3/02/2014;7;1132.58;BT;1/01/2011;1;CNE
C02473;01/02/2014;<=10;>0;0;>48;650.38;0;0;25/02/2014;18;6289.91;BT;1/01/2013;0;CNE
C02474;01/02/2014;<=10;0;0;>48;588.75;0;0;3/02/2014;8;21027.4;BT;1/01/2012;1;COEF
C02475;01/02/2014;<=10;>0;0;<24, 48;864.08;867.38;851.74;19/02/2014;16;27592.3;BT;1/01/2013;1;CNE
C02477;01/02/2014;>10;0;0;<24, 48;135.28;207.5;207.76;4/02/2014;19;2306.13;BT;1/01/2012;1;CNE
C02478;01/02/2014;>10;0;0;<24, 48;86.51;0;187.43;20/02/2014;14;2186.82;BT;1/01/2012;1;CNE
C02479;01/02/2014;<=10;0;0;<24, 48;849.72;1732.19;2616.68;27/02/2014;15;23995.6;BT;1/01/2013;1;CNE
C02481;01/02/2014;<=10;0;0;<24, 48;421.99;422.7;583.47;13/02/2014;11;17642.8;BT;1/01/2013;1;CNE
C02484;01/02/2014;<=10;0;0;<24, 48;275.7;251.21;269.03;5/02/2014;14;7469.56;BT;1/01/2013;1;CNE
C02485;01/02/2014;<=10;0;0;<24, 48;183.26;194.44;0;21/02/2014;14;4869.14;BT;1/01/2013;1;COEF
C02488;01/02/2014;>10;0;0;>48;234.43;0;232.8;18/02/2014;11;2378.83;BT;1/01/2011;1;CNE
C02489;01/02/2014;<=10;0;0;<24, 48;130.45;391.89;655.44;18/02/2014;8;4697.11;BT;1/01/2013;1;COEF
C02491;01/02/2014;<=10;0;0;<24, 48;872.46;0;0;6/02/2014;13;8288.3;BT;1/01/2013;0;CNE
C02492;01/02/2014;<=10;>0;0;<24, 48;535.71;535.71;0;14/02/2014;7;4768.58;BT;1/01/2013;0;CNE
C02493;01/02/2014;<=10;0;0;>48;198;0;0;14/02/2014;8;2645.26;BT;1/01/2013;1;CNE
C02494;01/02/2014;<=10;>0;0;<=24;614.03;0;0;10/02/2014;20;614.7;BT;1/01/2013;1;COEF
C02495;01/02/2014;<=10;>0;0;<24, 48;1730.65;0;0;28/02/2014;14;23216.1;BT;1/01/2013;0;CNE
C02496;01/02/2014;<=10;0;0;<24, 48;1359.63;0;0;27/02/2014;12;18457.4;BT;1/01/2013;0;CNE
C02497;01/02/2014;<=10;0;0;<24, 48;50.76;0;40.1;3/02/2014;16;3128.04;BT;1/01/2013;1;CNE
C02498;01/02/2014;<=10;0;0;<24, 48;122.88;346.29;571.11;20/02/2014;7;4492.9;BT;1/01/2013;1;CNE
C02499;01/02/2014;<=10;0;0;<24, 48;805.37;804.68;1064.12;27/02/2014;15;20560.1;BT;1/01/2013;1;CNE
C02503;01/02/2014;<=10;0;0;<24, 48;314.4;9.92;116.5;4/02/2014;15;12743.6;BT;1/01/2013;1;CNE
C02504;01/02/2014;<=10;>0;0;<24, 48;221.67;0;391.09;25/02/2014;9;22281.2;BT;1/01/2013;1;CNE
C02505;01/02/2014;<=10;>0;0;<24, 48;715.44;1077.78;0;28/02/2014;10;9356.32;BT;1/01/2013;0;CNE
C02506;01/02/2014;<=10;0;0;<24, 48;258.86;257.92;260.42;3/02/2014;15;4968.28;BT;1/01/2013;1;CNE
C02507;01/02/2014;>10;0;0;>48;483.91;0;0;4/02/2014;19;7069.27;BT;1/01/2011;0;CNE
C02508;01/02/2014;<=10;>0;0;<24, 48;722.35;670.13;298.74;20/02/2014;16;21419.1;BT;1/01/2013;1;COEF
C02509;01/02/2014;<=10;0;0;>48;367.76;254.88;255.82;25/02/2014;17;4265.9;BT;1/01/2013;0;CNE
C02510;01/02/2014;<=10;>0;1;<24, 48;258.73;263.36;257.38;18/02/2014;9;5920.79;BT;1/01/2013;1;COEF
C02512;01/02/2014;<=10;0;0;<24, 48;205.91;0;0;11/02/2014;8;17386.9;BT;1/01/2013;1;COEF
C02513;01/02/2014;<=10;0;0;>48;833.4;833.4;0;18/02/2014;12;24527.1;BT;1/01/2013;1;CNE
C02514;01/02/2014;<=10;>0;0;<=24;637.79;0;0;18/02/2014;20;638.12;BT;1/01/2013;0;CNE
C02515;01/02/2014;<=10;0;0;<24, 48;602.55;1205.91;604.61;26/02/2014;12;12761;BT;1/01/2012;1;CNE
C02516;01/02/2014;<=10;>0;0;<24, 48;407.9;612.69;0;28/02/2014;13;5179.02;BT;1/01/2013;0;CNE
C02517;01/02/2014;>10;0;0;<24, 48;1176.73;1176.73;1191.79;10/02/2014;12;3584.84;BT;1/01/2011;1;CNE
C02518;01/02/2014;<=10;0;0;<=24;165.22;165.44;165.01;6/02/2014;10;1216.07;BT;1/01/2012;1;CNE
C02519;01/02/2014;<=10;0;0;<24, 48;296.96;596.98;899.58;24/02/2014;15;4292.29;BT;1/01/2012;1;CNE
C02520;01/02/2014;<=10;0;0;<24, 48;26.33;71.47;0;11/02/2014;14;3995.21;BT;1/01/2012;1;CNE
C02521;01/02/2014;<=10;0;0;<24, 48;265.55;266.36;533.52;19/02/2014;15;5041.86;BT;1/01/2013;1;COEF
C02523;01/02/2014;>10;>0;0;>48;927.12;0;0;5/02/2014;15;12087.6;BT;1/01/2012;0;CNE
C02524;01/02/2014;<=10;0;0;<=24;573.76;680.94;0;18/02/2014;11;2595.92;BT;1/01/2013;1;CNE
C02525;01/02/2014;<=10;0;0;>48;56.75;0;201.21;7/02/2014;7;4673.63;BT;1/01/2013;1;CNE
C02527;01/02/2014;<=10;0;0;<24, 48;167.83;0;17.72;28/02/2014;12;3953.36;BT;1/01/2013;1;CNE
C02528;01/02/2014;<=10;>0;0;<24, 48;2589.41;0;0;6/02/2014;16;16699.6;BT;1/01/2012;0;CNE
C02529;01/02/2014;<=10;0;0;<=24;57.06;29.28;0;3/02/2014;11;3974.5;BT;1/01/2013;1;CNE
C02530;01/02/2014;<=10;0;0;<24, 48;537.73;808.2;1081.01;19/02/2014;16;4903.1;BT;1/01/2013;0;CNE
C02531;01/02/2014;<=10;0;0;<24, 48;516.17;82.17;0;7/02/2014;9;3977.7;BT;1/01/2012;0;CNE
C02532;01/02/2014;>10;0;0;>48;32.37;0;115.55;6/02/2014;14;4074.1;BT;1/01/2011;1;CNE
C02533;01/02/2014;<=10;0;0;<=24;101.13;111.82;0;18/02/2014;10;1582.12;BT;1/01/2013;1;CNE
C02534;01/02/2014;<=10;>0;1;<=24;548.57;498.04;0;24/02/2014;11;3704.74;BT;1/01/2013;0;COEF
C02537;01/02/2014;<=10;0;0;>48;118.49;118.41;118.35;20/02/2014;11;1549.94;BT;1/01/2013;1;CNE
C02539;01/02/2014;<=10;0;0;<24, 48;306.77;198.4;272.99;11/02/2014;10;18168.9;BT;1/01/2013;1;CNE
C02540;01/02/2014;>10;0;0;<24, 48;204.78;204.93;410.2;6/02/2014;10;3304.33;BT;1/01/2012;1;CNE
C02543;01/02/2014;<=10;0;0;<24, 48;1828.06;3650.98;5486;18/02/2014;14;41871;BT;1/01/2014;1;CNE
C02544;01/02/2014;>10;0;0;<24, 48;306.47;292.43;293.91;12/02/2014;20;5194.76;BT;1/01/2013;1;CNE
C02545;01/02/2014;<=10;0;0;<24, 48;236.09;238.2;0;3/02/2014;11;5593.22;BT;1/01/2013;1;COEF
C02547;01/02/2014;<=10;0;0;>48;244.87;4.5;612.77;25/02/2014;10;15626.1;BT;1/01/2013;1;CNE
C02548;01/02/2014;<=10;>0;0;>48;165.41;0;0;17/02/2014;9;13405.9;BT;1/01/2013;1;CNE
C02552;01/02/2014;<=10;0;0;>48;1164.15;0;0;25/02/2014;7;11048.7;BT;1/01/2013;0;CNE
C02553;01/02/2014;<=10;0;0;>48;254.04;256.3;0.52;7/02/2014;8;4398.41;BT;1/01/2013;1;CNE
C02554;01/02/2014;<=10;>0;0;>48;4690.78;0;0;17/02/2014;18;41351.2;BT;1/01/2013;0;CNE
C02555;01/02/2014;<=10;0;0;<24, 48;314.29;0.04;15.68;14/02/2014;12;9392.03;BT;1/01/2013;1;CNE
C02558;01/02/2014;<=10;>0;0;<24, 48;1104.76;2217.14;0;27/02/2014;11;22072.3;BT;1/01/2012;1;COEF
C02559;01/02/2014;<=10;0;0;<24, 48;89.38;0;0;3/02/2014;15;13122.7;BT;1/01/2012;1;CNE
C02561;01/02/2014;<=10;0;0;<=24;161.82;167.45;0;14/02/2014;8;1110.58;BT;1/01/2013;1;CNE
C02563;01/02/2014;<=10;>0;0;<=24;773.06;0;0;7/02/2014;15;773.88;BT;1/01/2013;0;CNE
C02564;01/02/2014;<=10;0;0;>48;439.32;452.18;893.14;13/02/2014;10;10199.5;BT;1/01/2013;1;COEF
C02566;01/02/2014;<=10;0;0;<=24;213.3;423.49;0;20/02/2014;14;1695.6;BT;1/01/2013;0;CNE
C02568;01/02/2014;<=10;>0;0;>48;2302.69;3076.23;0;19/02/2014;16;24640;BT;1/01/2013;0;CNE
C02569;01/02/2014;<=10;0;0;>48;34.16;0.56;354.88;17/02/2014;9;8559.47;BT;1/01/2013;1;CNE
C02570;01/02/2014;<=10;0;0;<24, 48;157.38;427.19;626.32;24/02/2014;9;4900.87;BT;1/01/2013;1;CNE
C02573;01/02/2014;<=10;0;0;<24, 48;210.49;0;211.07;20/02/2014;12;2580.73;BT;1/01/2012;1;COEF
C02574;01/02/2014;<=10;0;0;<=24;101.11;0;0;5/02/2014;7;930.09;BT;1/01/2013;1;COEF
C02575;01/02/2014;<=10;>0;0;>48;616.18;0;0;26/02/2014;19;13981.2;BT;1/01/2013;1;COEF
C02576;01/02/2014;<=10;0;0;<24, 48;476.41;465.78;937.38;26/02/2014;16;8901.47;BT;1/01/2013;1;CNE
C02577;01/02/2014;<=10;0;0;<=24;161.23;148.79;154.16;7/02/2014;20;1206.8;BT;1/01/2012;1;CNE
C02578;01/02/2014;<=10;>0;0;<24, 48;2682.2;0;0;28/02/2014;15;19452;BT;1/01/2013;0;CNE
C02580;01/02/2014;<=10;0;0;<=24;668.8;0;0;11/02/2014;10;11189.2;BT;1/01/2013;1;CNE
C02581;01/02/2014;<=10;0;0;>48;206.94;0;0;3/02/2014;15;7563.42;BT;1/01/2013;1;COEF
C02582;01/02/2014;<=10;>0;0;<24, 48;1787.35;0;0;18/02/2014;15;16163.4;BT;1/01/2013;0;CNE
C02583;01/02/2014;<=10;0;0;<=24;126.32;0;0;14/02/2014;7;2544.7;BT;1/01/2012;1;CNE
C02585;01/02/2014;<=10;0;0;>48;567.15;567.69;0;3/02/2014;8;21954.6;BT;1/01/2013;1;CNE
C02586;01/02/2014;<=10;0;0;<=24;151.77;0;0;7/02/2014;10;2616.09;BT;1/01/2014;1;CNE
